"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"CM0110","2020-04-20 00:00:00","7.000","157.000","0.300","24.700","0.830","1012.200","","-99.000","-99.000","-99.000","-99.000","29.400","","24.300",""
"C0S940","2020-04-20 00:00:00","150.000","280.000","1.600","25.200","0.870","994.000","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0X250","2020-04-20 00:00:00","33.000","228.000","1.000","24.200","0.910","1008.500","","0.000","-99.000","-99.000","-99.000","32.100","","24.000",""
"C0K520","2020-04-20 00:00:00","10.000","0.000","0.000","24.000","0.930","1010.400","","0.000","-99.000","-99.000","-99.000","30.700","","23.700",""
"C0Z200","2020-04-20 00:00:00","153.000","204.000","1.000","23.500","0.800","996.000","","0.000","-99.000","-99.000","-99.000","31.200","","20.700",""
"C0V740","2020-04-20 00:00:00","60.000","4.000","1.000","23.700","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","32.300","","22.600",""
"C0V790","2020-04-20 00:00:00","410.000","44.000","3.500","23.300","0.500","966.200","","0.000","-99.000","-99.000","-99.000","31.800","","21.800",""
"C0G860","2020-04-20 00:00:00","45.000","334.000","0.800","25.200","0.960","1006.800","","0.000","-99.000","-99.000","-99.000","32.800","","25.200",""
"C0Z250","2020-04-20 00:00:00","1124.000","272.000","0.800","17.500","0.990","890.300","","0.000","-99.000","-99.000","-99.000","25.400","","15.900",""
"C0K440","2020-04-20 00:00:00","35.000","46.000","0.400","23.900","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","31.100","","23.500",""
"C0T900","2020-04-20 00:00:00","160.000","0.000","0.100","22.900","0.730","993.000","","0.000","-99.000","-99.000","-99.000","32.600","","20.600",""
"C0F9V0","2020-04-20 00:00:00","525.000","176.000","1.200","21.200","0.940","955.500","","0.000","-99.000","-99.000","-99.000","29.600","","21.200",""
"C0UA20","2020-04-20 00:00:00","2619.000","211.000","3.900","9.100","0.530","-99.000","","0.000","-99.000","-99.000","-99.000","16.600","","8.000",""
"C0M850","2020-04-20 00:00:00","695.000","78.000","1.300","20.000","0.870","934.900","","0.000","-99.000","-99.000","-99.000","30.500","","19.600",""
"C0SA10","2020-04-20 00:00:00","411.000","350.000","1.100","23.000","0.870","965.600","","0.000","-99.000","-99.000","-99.000","28.100","","21.700",""
"C0M740","2020-04-20 00:00:00","15.000","36.000","1.000","23.700","0.960","1010.000","","0.000","-99.000","-99.000","-99.000","31.400","","23.500",""
"C0K460","2020-04-20 00:00:00","60.000","7.000","0.900","24.400","0.950","1004.900","","0.000","-99.000","-99.000","-99.000","32.200","","23.500",""
"C0X100","2020-04-20 00:00:00","10.000","233.000","0.300","25.800","1.000","1009.200","","0.000","-99.000","-99.000","-99.000","30.300","","25.700",""
"C0K560","2020-04-20 00:00:00","117.000","0.000","0.000","24.100","0.930","1000.100","","0.000","-99.000","-99.000","-99.000","33.500","","22.300",""
"C0R150","2020-04-20 00:00:00","105.000","118.000","1.700","25.400","0.580","999.300","","0.000","-99.000","-99.000","-99.000","35.300","","23.800",""
"C0S690","2020-04-20 00:00:00","522.000","28.000","1.700","24.000","0.800","953.500","","0.000","-99.000","-99.000","-99.000","31.600","","21.000",""
"C0U870","2020-04-20 00:00:00","474.000","0.000","0.100","22.300","0.820","960.700","","0.000","-99.000","-99.000","-99.000","27.900","","20.200",""
"C0A520","2020-04-20 00:00:00","48.000","0.000","0.000","24.200","0.980","1007.700","","0.000","-99.000","-99.000","-99.000","28.900","","21.600",""
"C0X130","2020-04-20 00:00:00","27.000","232.000","1.100","24.200","0.940","1008.400","","0.000","-99.000","-99.000","-99.000","31.900","","23.600",""
"C0V400","2020-04-20 00:00:00","56.000","0.000","0.000","24.500","0.930","1005.400","","0.000","-99.000","-99.000","-99.000","31.100","","23.600",""
"C0UA40","2020-04-20 00:00:00","1121.000","181.000","1.300","19.000","0.990","890.600","","0.000","-99.000","-99.000","-99.000","24.700","","16.600",""
"C0G720","2020-04-20 00:00:00","50.000","165.000","0.300","24.500","0.930","1006.700","","0.000","-99.000","-99.000","-99.000","31.500","","23.400",""
"C0G890","2020-04-20 00:00:00","24.000","0.000","0.000","24.900","1.000","1009.700","","0.000","-99.000","-99.000","-99.000","29.200","","24.800",""
"C0I540","2020-04-20 00:00:00","3344.000","-99.000","-99.000","4.800","0.600","684.700","","-99.000","-99.000","-99.000","-99.000","7.400","","2.300",""
"C0K390","2020-04-20 00:00:00","31.000","63.000","0.500","24.100","0.950","1009.100","","0.000","-99.000","-99.000","-99.000","31.800","","23.300",""
"C0R730","2020-04-20 00:00:00","163.000","338.000","1.200","23.800","0.940","994.600","","0.000","-99.000","-99.000","-99.000","31.300","","23.800",""
"C0R320","2020-04-20 00:00:00","7.000","0.000","0.000","24.800","0.900","1011.700","","0.000","-99.000","-99.000","-99.000","32.800","","24.600",""
"C0C620","2020-04-20 00:00:00","19.000","223.000","1.000","26.900","0.940","1009.400","","0.000","-99.000","-99.000","-99.000","29.500","","23.500",""
"C0I360","2020-04-20 00:00:00","300.000","100.000","2.700","23.700","0.690","977.900","","0.000","-99.000","-99.000","-99.000","30.400","","21.600",""
"C0M810","2020-04-20 00:00:00","1354.000","237.000","1.200","18.200","0.540","867.400","","0.000","-99.000","-99.000","-99.000","25.500","","15.600",""
"C0AC80","2020-04-20 00:00:00","40.000","102.000","0.300","23.600","0.940","1008.200","","0.000","-99.000","-99.000","-99.000","28.900","","20.500",""
"CM0140","2020-04-20 00:00:00","26.000","334.000","0.600","25.600","0.760","1009.000","","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0SA20","2020-04-20 00:00:00","857.000","328.000","2.300","24.400","0.340","917.900","","0.500","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0S980","2020-04-20 00:00:00","901.000","271.000","1.400","21.400","0.500","913.200","","0.000","-99.000","-99.000","-99.000","29.300","","19.100",""
"C0X110","2020-04-20 00:00:00","20.000","234.000","1.300","25.400","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","29.600","","24.800",""
"C0V310","2020-04-20 00:00:00","46.000","0.000","0.000","23.200","0.960","1006.400","","0.000","-99.000","-99.000","-99.000","33.500","","22.000",""
"C0G620","2020-04-20 00:00:00","110.000","0.000","0.000","24.200","1.000","999.700","","0.000","-99.000","-99.000","-99.000","34.300","","22.300",""
"C0AD50","2020-04-20 00:00:00","84.000","0.000","0.200","23.800","1.000","1003.900","","0.000","-99.000","-99.000","-99.000","27.900","","21.600",""
"C0A9A0","2020-04-20 00:00:00","24.000","0.000","0.000","24.600","0.960","1010.200","","0.000","-99.000","-99.000","-99.000","27.900","","22.400",""
"C0O830","2020-04-20 00:00:00","127.000","0.000","0.100","22.500","0.990","998.200","","0.000","-99.000","-99.000","-99.000","35.400","","21.900",""
"C0S760","2020-04-20 00:00:00","1621.000","194.000","1.200","18.700","0.540","840.500","","0.000","-99.000","-99.000","-99.000","24.200","","14.200",""
"C0X160","2020-04-20 00:00:00","26.000","122.000","1.100","24.500","1.000","1008.900","","0.000","-99.000","-99.000","-99.000","30.300","","23.700",""
"C0C490","2020-04-20 00:00:00","157.000","0.000","0.200","23.900","0.920","994.900","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0F970","2020-04-20 00:00:00","145.000","248.000","0.500","25.100","0.860","995.300","","0.000","-99.000","-99.000","-99.000","31.900","","22.800",""
"C0R440","2020-04-20 00:00:00","1679.000","332.000","5.400","16.700","0.500","835.600","","0.000","-99.000","-99.000","-99.000","19.200","","14.500",""
"C0M690","2020-04-20 00:00:00","33.000","22.000","1.500","23.700","0.970","1008.000","","0.000","-99.000","-99.000","-99.000","31.800","","22.600",""
"C0V690","2020-04-20 00:00:00","30.000","309.000","1.000","25.600","0.900","1009.500","","0.000","-99.000","-99.000","-99.000","29.400","","25.600",""
"C0Z210","2020-04-20 00:00:00","126.000","0.000","0.100","24.100","0.990","998.900","","0.000","-99.000","-99.000","-99.000","32.200","","20.700",""
"C0U770","2020-04-20 00:00:00","5.000","356.000","2.500","24.300","0.990","1012.200","","0.000","-99.000","-99.000","-99.000","28.800","","22.000",""
"C0Z080","2020-04-20 00:00:00","298.000","0.000","0.000","23.100","0.990","978.700","","0.000","-99.000","-99.000","-99.000","32.900","","20.000",""
"C0G640","2020-04-20 00:00:00","17.000","0.000","0.000","23.800","0.930","1013.300","","0.000","-99.000","-99.000","-99.000","29.700","","23.100",""
"C0X200","2020-04-20 00:00:00","61.000","0.000","0.000","22.500","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","31.900","","21.500",""
"C0U900","2020-04-20 00:00:00","63.000","121.000","1.400","23.600","0.990","1007.000","","0.000","-99.000","-99.000","-99.000","29.400","","22.000",""
"C0Z230","2020-04-20 00:00:00","31.000","342.000","2.700","25.600","0.830","1010.000","","0.000","-99.000","-99.000","-99.000","27.700","","23.400",""
"C0F9O0","2020-04-20 00:00:00","175.000","0.000","0.100","25.300","1.000","992.700","","0.000","-99.000","-99.000","-99.000","32.000","","23.900",""
"C0R770","2020-04-20 00:00:00","93.000","0.000","0.100","23.900","0.940","1001.900","","0.000","-99.000","-99.000","-99.000","30.400","","23.400",""
"C0C540","2020-04-20 00:00:00","46.000","239.000","1.400","24.400","0.900","1007.400","","0.000","-99.000","-99.000","-99.000","26.400","","22.700",""
"C0G770","2020-04-20 00:00:00","15.000","81.000","0.600","24.900","0.910","1010.900","","0.000","-99.000","-99.000","-99.000","31.100","","24.900",""
"C0V670","2020-04-20 00:00:00","20.000","201.000","0.700","25.800","0.890","1009.800","","0.000","-99.000","-99.000","-99.000","31.200","","25.800",""
"C0A870","2020-04-20 00:00:00","685.000","261.000","3.500","20.500","1.000","934.900","","0.000","-99.000","-99.000","-99.000","23.300","","18.800",""
"C0Z220","2020-04-20 00:00:00","589.000","256.000","1.100","21.500","0.810","949.100","","0.000","-99.000","-99.000","-99.000","28.900","","19.300",""
"C0D560","2020-04-20 00:00:00","147.000","167.000","0.300","23.800","0.840","996.500","","0.000","-99.000","-99.000","-99.000","28.400","","22.600",""
"C0I380","2020-04-20 00:00:00","258.000","0.000","0.000","22.600","0.980","982.700","","0.000","-99.000","-99.000","-99.000","32.100","","22.300",""
"C0Z020","2020-04-20 00:00:00","211.000","307.000","3.100","22.300","0.990","987.400","","0.000","-99.000","-99.000","-99.000","29.400","","20.600",""
"C0Z190","2020-04-20 00:00:00","62.000","352.000","0.300","24.200","0.960","1005.500","","1.500","-99.000","-99.000","-99.000","28.300","","23.000",""
"C0X190","2020-04-20 00:00:00","10.000","216.000","1.400","25.200","0.910","1010.800","","0.000","-99.000","-99.000","-99.000","29.000","","25.000",""
"C0S950","2020-04-20 00:00:00","415.000","227.000","3.700","23.200","0.970","964.600","","0.000","-99.000","-99.000","-99.000","30.500","","21.200",""
"C0A880","2020-04-20 00:00:00","6.000","246.000","0.400","21.200","0.940","1011.200","","0.000","-99.000","-99.000","-99.000","28.300","","21.100",""
"C0I530","2020-04-20 00:00:00","3014.000","227.000","3.800","6.000","0.620","-99.000","","-99.000","-99.000","-99.000","-99.000","10.300","","5.000",""
"C0M670","2020-04-20 00:00:00","43.000","9.000","1.000","24.200","0.920","1007.200","","0.000","-99.000","-99.000","-99.000","33.200","","23.300",""
"C0Z061","2020-04-20 00:00:00","174.000","136.000","0.600","24.200","0.990","995.500","","0.000","-99.000","-99.000","-99.000","32.700","","21.000",""
"C0K490","2020-04-20 00:00:00","91.000","0.000","0.000","24.300","0.910","1002.100","","0.000","-99.000","-99.000","-99.000","32.400","","22.800",""
"C0V820","2020-04-20 00:00:00","441.000","6.000","1.200","19.700","0.730","965.400","","0.000","-99.000","-99.000","-99.000","32.700","","19.300",""
"C0S810","2020-04-20 00:00:00","65.000","331.000","1.700","24.000","0.930","1006.300","","0.000","-99.000","-99.000","-99.000","28.900","","22.500",""
"C0R580","2020-04-20 00:00:00","10.000","124.000","1.000","24.900","0.940","1011.100","","0.000","-99.000","-99.000","-99.000","29.800","","23.300",""
"C0Z330","2020-04-20 00:00:00","488.000","0.000","0.200","22.800","0.990","959.800","","0.000","-99.000","-99.000","-99.000","32.100","","20.300",""
"C0E590","2020-04-20 00:00:00","40.000","225.000","1.000","24.400","0.980","1007.400","","0.000","-99.000","-99.000","-99.000","29.300","","21.500",""
"C0D540","2020-04-20 00:00:00","227.000","0.000","0.000","21.300","0.930","988.400","","0.000","-99.000","-99.000","-99.000","28.100","","20.800",""
"C0Z180","2020-04-20 00:00:00","34.000","17.000","1.100","24.500","0.890","1008.300","","1.000","-99.000","-99.000","-99.000","29.000","","22.000",""
"C0AD10","2020-04-20 00:00:00","27.000","231.000","0.900","24.600","0.990","1009.700","","0.000","-99.000","-99.000","-99.000","26.700","","22.900",""
"C0M720","2020-04-20 00:00:00","225.000","327.000","2.100","22.700","1.000","987.100","","0.000","-99.000","-99.000","-99.000","32.100","","22.600",""
"C0V450","2020-04-20 00:00:00","51.000","0.000","0.000","23.000","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","31.000","","23.000",""
"C0R280","2020-04-20 00:00:00","242.000","154.000","0.900","22.800","0.950","985.300","","0.000","-99.000","-99.000","-99.000","31.000","","22.800",""
"C0E610","2020-04-20 00:00:00","850.000","0.000","0.000","19.800","0.780","920.100","","0.000","-99.000","-99.000","-99.000","28.300","","18.900",""
"C0V610","2020-04-20 00:00:00","22.000","204.000","1.100","25.700","0.890","1009.800","","0.000","-99.000","-99.000","-99.000","31.100","","24.600",""
"C0Z310","2020-04-20 00:00:00","59.000","10.000","1.400","23.600","0.990","1006.200","","5.500","-99.000","-99.000","-99.000","28.400","","22.800",""
"C0S700","2020-04-20 00:00:00","507.000","179.000","1.200","21.900","0.530","956.400","","0.000","-99.000","-99.000","-99.000","31.600","","19.100",""
"C0T9G0","2020-04-20 00:00:00","605.000","42.000","1.200","21.700","1.000","947.100","","0.000","-99.000","-99.000","-99.000","28.700","","20.000",""
"C0U520","2020-04-20 00:00:00","517.000","235.000","1.000","20.400","0.990","957.700","","0.000","-99.000","-99.000","-99.000","30.700","","18.500",""
"C0E750","2020-04-20 00:00:00","62.000","249.000","1.400","25.300","0.870","1005.200","","0.000","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0R810","2020-04-20 00:00:00","25.000","50.000","1.500","24.200","0.840","1009.900","","0.000","-99.000","-99.000","-99.000","31.200","","24.200",""
"C0G660","2020-04-20 00:00:00","27.000","0.000","0.000","24.700","0.980","1010.600","","0.000","-99.000","-99.000","-99.000","33.000","","24.300",""
"C0W140","2020-04-20 00:00:00","21.000","7.000","1.200","21.100","0.950","1010.300","","0.000","-99.000","-99.000","-99.000","26.400","","20.500",""
"C0U720","2020-04-20 00:00:00","1260.000","296.000","1.100","18.100","0.990","888.600","","0.000","-99.000","-99.000","-99.000","25.100","","15.900",""
"C0R690","2020-04-20 00:00:00","248.000","0.000","0.200","23.000","0.990","983.800","","0.000","-99.000","-99.000","-99.000","28.900","","23.000",""
"C0X150","2020-04-20 00:00:00","18.000","239.000","0.500","25.300","0.910","1011.500","","0.000","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0Z050","2020-04-20 00:00:00","830.000","287.000","0.500","21.000","0.540","922.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.900",""
"C0I490","2020-04-20 00:00:00","1601.000","96.000","2.300","16.800","0.680","843.600","","0.000","-99.000","-99.000","-99.000","23.600","","14.000",""
"C0I090","2020-04-20 00:00:00","910.000","212.000","0.700","20.200","0.710","913.300","","0.000","-99.000","-99.000","-99.000","27.600","","18.300",""
"C0X240","2020-04-20 00:00:00","394.000","190.000","0.900","19.400","0.660","968.900","","0.000","-99.000","-99.000","-99.000","31.400","","18.700",""
"C0S990","2020-04-20 00:00:00","409.000","243.000","3.300","26.900","0.340","965.900","","0.000","-99.000","-99.000","-99.000","29.500","","22.800",""
"C0E850","2020-04-20 00:00:00","104.000","0.000","0.000","22.200","0.950","1000.600","","0.000","-99.000","-99.000","-99.000","28.900","","21.000",""
"C0T9B0","2020-04-20 00:00:00","558.000","268.000","1.600","22.300","0.970","951.400","","0.000","-99.000","-99.000","-99.000","26.200","","20.200",""
"C0G650","2020-04-20 00:00:00","34.000","0.000","0.200","25.600","0.980","1008.600","","0.000","-99.000","-99.000","-99.000","33.400","","23.900",""
"C0K580","2020-04-20 00:00:00","26.000","76.000","0.600","24.300","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","32.000","","23.400",""
"C0X050","2020-04-20 00:00:00","25.000","63.000","0.500","23.200","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","32.200","","22.200",""
"CM0100","2020-04-20 00:00:00","25.000","283.000","1.000","25.200","0.820","1009.900","","0.000","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0AC70","2020-04-20 00:00:00","71.000","0.000","0.000","25.000","0.890","1004.900","","0.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"CM0130","2020-04-20 00:00:00","11.000","206.000","2.900","25.800","0.810","1011.700","","0.000","-99.000","-99.000","-99.000","28.700","","25.700",""
